STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_IN_UNIFORM_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,WEAPON_FOUND_FLAG
2018-01-28,00:50:00,2018,January,Sunday,Based on Self Initiated,O,H,1,CPW,1,N,FLED ON FOOT,24,MALE,BLACK,6.1,180,THN,BRO,BLK,42,PBBX,BRONX,Y
2018-01-29,08:00:00,2018,January,Monday,Based on Self Initiated,S,T,1,CPW,10,N,COMPLIANT,32,MALE,WHITE,5.8,70,MED,BRO,BRO,9,PBMS,MANHATTAN,Y
2018-01-29,11:18:00,2018,January,Monday,Based on Radio Run,O,P,1,CPW,5,Y,none,31,MALE,WHITE_HISPANIC,5.7,-1,MED,BRO,BLK,43,PBBX,BRONX,N
2018-01-29,22:19:00,2018,January,Monday,Based on Self Initiated,none,H,0,CPW,3,N,AGGITATED,16,MALE,BLACK,5.1,165,THN,BRO,BLK,75,PBBN,BROOKLYN,N
2018-01-29,21:50:00,2018,January,Monday,Based on Radio Run,O,P,1,CPW,10,Y,none,32,MALE,BLACK,5.11,230,MED,BRO,BLK,75,PBBN,BROOKLYN,N
2018-01-29,10:32:00,2018,January,Monday,Based on Radio Run,O,P,1,CPW,5,Y,CALM,36,MALE,BLACK,5.8,170,MED,BRO,BLK,77,PBBN,BROOKLYN,N
2018-01-29,09:30:00,2018,January,Monday,Based on Radio Run,I,P,1,CPW,3,Y,COOPERATIVE,12,MALE,BLACK,5.4,95,THN,BRO,BLK,79,PBBN,BROOKLYN,N
2018-01-29,15:10:00,2018,January,Monday,Based on Radio Run,O,none,2,CPW,10,Y,none,-1,MALE,BLACK,6.1,-1,MED,BRO,BLK,79,PBBN,BROOKLYN,N
2018-01-29,14:30:00,2018,January,Monday,Based on Radio Run,O,P,10,CPW,150,Y,CALM,19,MALE,BLACK,6.2,180,THN,BRO,BLK,94,PBBN,BROOKLYN,N
2018-01-30,10:10:00,2018,January,Tuesday,Based on Self Initiated,S,T,1,CPW,5,Y,ANGRY,28,MALE,WHITE,6.1,240,MED,BLU,BRO,13,PBMS,MANHATTAN,Y
2018-01-30,18:30:00,2018,January,Tuesday,Based on Self Initiated,S,T,1,CPW,5,Y,EASY GOING,62,MALE,WHITE_HISPANIC,5.6,180,MED,BRO,BLK,13,PBMS,MANHATTAN,Y
2018-01-30,11:22:00,2018,January,Tuesday,Based on Self Initiated,S,T,4,CPW,1,N,CALM AND COOPERATIVE,60,MALE,BLACK,6.1,225,MED,BRO,BLD,14,PBMS,MANHATTAN,Y
2018-01-30,16:45:00,2018,January,Tuesday,Based on Self Initiated,O,H,5,CPW,25,N,ON DRUGS & ANNOYED,20,MALE,BLACK,5.7,140,THN,BLK,BLK,23,PBMN,MANHATTAN,N
2018-01-30,23:35:00,2018,January,Tuesday,Based on Self Initiated,O,H,3,CPW,4,N,CALM,18,MALE,BLACK,5.8,150,THN,BRO,BLK,40,PBBX,BRONX,Y
2018-01-30,17:25:00,2018,January,Tuesday,Based on Self Initiated,O,P,1,CPW,5,Y,NERVOUS; ANXIOUS,24,MALE,BLACK,5.8,175,MED,BRO,BLK,44,PBBX,BRONX,N
2018-01-30,15:30:00,2018,January,Tuesday,Based on Radio Run,none,none,1,CPW,5,N,RELAXED,19,MALE,BLACK,5.9,165,THN,BRO,BLK,79,PBBN,BROOKLYN,N
2018-01-30,23:55:00,2018,January,Tuesday,Based on Self Initiated,O,P,1,CPW,3,N,ANGRY AND NON COMPLIANT,24,MALE,BLACK,6.1,180,MED,BRO,BLK,81,PBBN,BROOKLYN,N
2018-01-30,20:00:00,2018,January,Tuesday,Based on Self Initiated,none,P,5,CPW,5,N,UNCOOPERATIVE,39,MALE,BLACK,5.9,200,MED,BRO,BRO,83,PBBN,BROOKLYN,N
2018-01-31,09:30:00,2018,January,Wednesday,Based on Self Initiated,S,T,1,CPW,5,Y,NERVOUS,34,MALE,WHITE,5.1,185,MED,BLU,BRO,13,PBMS,MANHATTAN,Y
2018-01-31,23:40:00,2018,January,Wednesday,Based on Self Initiated,none,none,3,CPW,2,N,none,18,MALE,BLACK,5.1,160,THN,BRO,BLK,40,PBBX,BRONX,N
2018-01-31,17:26:00,2018,January,Wednesday,Based on Radio Run,I,P,1,CPW,2,N,COOPERATIVE,23,MALE,BLACK_HISPANIC,5.8,170,MED,BRO,BRO,46,PBBX,BRONX,Y
2018-01-31,17:26:00,2018,January,Wednesday,Based on Radio Run,I,P,1,CPW,2,N,COOPERATIVE,22,MALE,WHITE_HISPANIC,5.1,180,THN,BRO,BRO,46,PBBX,BRONX,Y
2018-01-31,09:10:00,2018,January,Wednesday,Based on Self Initiated,O,none,2,CPW,2,Y,APPARENTLY NORMAL,-1,MALE,WHITE_HISPANIC,5.6,150,MED,BRO,BLK,71,PBBS,BROOKLYN,N
2018-01-31,09:25:00,2018,January,Wednesday,Based on Radio Run,O,H,2,CPW,5,Y,CALM,21,MALE,BLACK,5.6,150,THN,BRO,XXX,73,PBBN,BROOKLYN,N
2018-01-31,10:46:00,2018,January,Wednesday,Based on Radio Run,none,H,1,CPW,8,Y,CALM,47,MALE,BLACK,5.7,190,MED,BRO,BLK,73,PBBN,BROOKLYN,N
2018-01-31,21:45:00,2018,January,Wednesday,Based on Radio Run,O,none,5,CPW,4,Y,UNDERSTOOD THE REASON FOR STOP,34,MALE,BLACK,5.7,160,MED,BRO,BLK,103,PBQS,QUEENS,N
2018-01-31,21:45:00,2018,January,Wednesday,Based on Radio Run,none,none,2,CPW,5,Y,UNDERSTANDING,31,MALE,BLACK,6.1,200,MED,BRO,BLK,103,PBQS,QUEENS,N
2018-02-01,20:10:00,2018,February,Thursday,Based on Radio Run,O,none,5,CPW,20,Y,NORMAL,-1,MALE,WHITE_HISPANIC,5.8,160,MED,BRO,BRO,40,PBBX,BRONX,N
2018-02-01,19:05:00,2018,February,Thursday,Based on Radio Run,O,H,1,CPW,5,Y,INITIAL DEMEANOR WAS CONFRONTATIONAL,30,MALE,BLACK,5.7,180,THN,BRO,XXX,40,PBBX,BRONX,N
2018-02-01,21:45:00,2018,February,Thursday,Based on Radio Run,O,P,1,CPW,5,N,CALM,31,MALE,WHITE_HISPANIC,5.11,180,THN,GRN,BLK,49,PBBX,BRONX,N
2018-02-01,18:25:00,2018,February,Thursday,Based on C/W on Scene,none,none,1,CPW,10,N,CALM,-1,MALE,BLACK,6.1,200,MED,BRO,BLK,67,PBBS,BROOKLYN,N
2018-02-01,05:55:00,2018,February,Thursday,Based on C/W on Scene,I,P,2,CPW,5,Y,AGITATED,-1,MALE,BLACK,5.11,180,THN,BRO,BLK,73,PBBN,BROOKLYN,N
2018-02-01,16:20:00,2018,February,Thursday,Based on Self Initiated,O,P,2,CPW,28,N,CALM,17,MALE,BLACK,6.1,170,THN,BRO,BLK,76,PBBS,BROOKLYN,Y
2018-02-01,16:20:00,2018,February,Thursday,Based on Self Initiated,O,P,2,CPW,28,N,CALM,18,MALE,BLACK,5.11,200,MED,BRO,BLK,76,PBBS,BROOKLYN,Y
2018-02-01,08:33:00,2018,February,Thursday,Based on Radio Run,O,P,1,CPW,2,Y,CALM,28,MALE,BLACK,5.1,180,MED,BRO,XXX,94,PBBN,BROOKLYN,N
2018-02-01,10:55:00,2018,February,Thursday,Based on C/W on Scene,O,none,1,CPW,6,Y,CALM AND COOPERATIVE,25,MALE,WHITE_HISPANIC,5.9,160,THN,BRO,XXX,103,PBQS,QUEENS,N
2018-02-01,11:00:00,2018,February,Thursday,Based on C/W on Scene,O,none,0,CPW,5,Y,CALM/ COOPERATIVE,25,MALE,AMERICAN_INDIAN/ALASKAN_NATIVE,5.11,250,HEA,BRO,BLK,103,PBQS,QUEENS,N
2018-02-01,14:00:00,2018,February,Thursday,Based on Radio Run,none,P,1,CPW,10,N,CALM,38,MALE,BLACK,5.11,150,THN,BLK,BLK,113,PBQS,QUEENS,N
2018-02-01,17:30:00,2018,February,Thursday,Based on Self Initiated,O,P,1,CPW,5,N,NERVOUS,23,MALE,WHITE_HISPANIC,5.5,160,MED,BRO,BLK,120,PBSI,STATEN ISLAND,N
2018-02-02,03:35:00,2018,February,Friday,Based on Radio Run,O,P,2,CPW,7,Y,ANGRY INTOX PERSON,30,MALE,WHITE,5.7,170,THN,BRO,BLK,20,PBMN,MANHATTAN,N
2018-02-02,13:30:00,2018,February,Friday,Based on Radio Run,O,P,2,CPW,5,Y,NEVEROUS,-1,MALE,BLACK,5.8,260,HEA,BRO,BLK,28,PBMN,MANHATTAN,N
2018-02-02,00:55:00,2018,February,Friday,Based on Radio Run,O,P,1,CPW,15,Y,COMBATIVE UNCOOPERTIVE,34,MALE,BLACK,6.1,210,U,BRO,BLK,34,PBMN,MANHATTAN,N
2018-02-02,20:15:00,2018,February,Friday,Based on Self Initiated,O,P,2,CPW,5,N,CALM,29,MALE,WHITE_HISPANIC,5.1,180,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2018-02-02,01:03:00,2018,February,Friday,Based on Radio Run,O,H,1,CPW,5,Y,COMPLIANT,32,MALE,BLACK,6.1,180,MED,BRO,BLK,43,PBBX,BRONX,N
2018-02-02,23:01:00,2018,February,Friday,Based on Radio Run,O,P,1,CPW,10,N,NERVOUS,17,MALE,BLACK,5.7,170,THN,BRO,BLK,73,PBBN,BROOKLYN,Y
2018-02-03,21:35:00,2018,February,Saturday,Based on Radio Run,O,P,3,CPW,5,Y,UPSET,-1,MALE,BLACK,5.11,130,THN,BLK,BLK,44,PBBX,BRONX,N
2018-02-03,22:28:00,2018,February,Saturday,Based on C/W on Scene,O,H,1,CPW,5,N,VISIBLY UPSET,-1,MALE,WHITE_HISPANIC,5.9,200,HEA,BRO,BLK,44,PBBX,BRONX,N
2018-02-03,15:12:00,2018,February,Saturday,Based on Radio Run,none,none,1,CPW,10,Y,CALM,31,MALE,WHITE_HISPANIC,6.2,200,MED,BRO,BLK,45,PBBX,BRONX,N
2018-02-03,15:12:00,2018,February,Saturday,Based on Radio Run,O,P,1,CPW,10,Y,COMPLIANT/COOPERATIVE,22,MALE,WHITE_HISPANIC,5.6,135,THN,BRO,BRO,45,PBBX,BRONX,Y
2018-02-03,21:10:00,2018,February,Saturday,Based on Radio Run,O,P,5,CPW,10,Y,ARGUEMENTATIVE,24,MALE,WHITE_HISPANIC,5.11,160,MED,BRO,BLK,46,PBBX,BRONX,N
2018-02-03,23:00:00,2018,February,Saturday,Based on Self Initiated,O,P,30,CPW,5,Y,none,21,FEMALE,BLACK,5.9,180,HEA,BRO,BLK,48,PBBX,BRONX,N
2018-02-03,19:08:00,2018,February,Saturday,Based on Self Initiated,O,none,1,CPW,9,N,CALM/UNDERSTANDING,28,MALE,BLACK,5.9,200,U,BLK,BRO,67,PBBS,BROOKLYN,N
2018-02-03,19:08:00,2018,February,Saturday,Based on Self Initiated,none,P,1,CPW,9,N,CALM,22,MALE,BLACK,-1,130,THN,BRO,BLK,67,PBBS,BROOKLYN,N
2018-02-03,16:45:00,2018,February,Saturday,Based on Radio Run,O,P,1,CPW,5,Y,NORMAL,28,MALE,BLACK,5.9,300,HEA,BLK,BLK,114,PBQN,QUEENS,N
2018-02-04,02:35:00,2018,February,Sunday,Based on Radio Run,O,P,1,CPW,5,Y,NORMAL,42,MALE,BLACK,6.2,185,THN,BRO,BLK,52,PBBX,BRONX,N
2018-02-04,01:22:00,2018,February,Sunday,Based on Self Initiated,none,H,1,CPW,11,N,INTOXICATED AND UNCOOPERATIVE,34,MALE,BLACK,5.1,170,MED,BLK,BRO,114,PBQN,QUEENS,N
2018-02-05,13:10:00,2018,February,Monday,Based on Self Initiated,S,T,1,CPW,5,Y,COMBATIVE,27,MALE,BLACK_HISPANIC,6.1,175,MED,BRO,BLK,13,PBMS,MANHATTAN,Y
2018-02-05,08:18:00,2018,February,Monday,Based on Radio Run,O,H,1,CPW,22,Y,CALM,62,MALE,BLACK,5.8,190,MED,BRO,GRY,23,PBMN,MANHATTAN,N
2018-02-05,19:06:00,2018,February,Monday,Based on Radio Run,O,P,5,CPW,2,Y,COMPLIANT,43,MALE,BLACK,5.6,140,THN,BRO,BLK,40,PBBX,BRONX,N
2018-02-05,19:07:00,2018,February,Monday,Based on Radio Run,O,P,1,CPW,6,Y,CALM,15,MALE,BLACK,6.1,140,THN,BRO,XXX,40,PBBX,BRONX,N
2018-02-05,19:07:00,2018,February,Monday,Based on Radio Run,O,P,1,CPW,6,Y,CALM,17,MALE,BLACK,6.1,140,THN,BRO,XXX,40,PBBX,BRONX,N
2018-02-05,14:50:00,2018,February,Monday,Based on C/W on Scene,O,P,1450,CPW,145,Y,CALM,-1,MALE,BLACK,6.1,-1,MED,BRO,BLK,75,PBBN,BROOKLYN,N
2018-02-05,14:53:00,2018,February,Monday,Based on Radio Run,none,none,1,CPW,14,N,ANXIOUS,47,MALE,WHITE,5.5,190,MED,BLU,GRY,122,PBSI,STATEN ISLAND,N
2018-02-06,15:18:00,2018,February,Tuesday,Based on Self Initiated,S,T,30,CPW,11,N,IN RUSH,27,MALE,BLACK,5.1,220,HEA,BLK,BLK,13,PBMS,MANHATTAN,Y
2018-02-06,03:06:00,2018,February,Tuesday,Based on Radio Run,O,H,1,CPW,2,Y,UPSET,27,MALE,BLACK,6.1,175,THN,BRO,BLK,25,PBMN,MANHATTAN,N
2018-02-06,03:06:00,2018,February,Tuesday,Based on Radio Run,none,H,1,CPW,2,Y,UPSET,27,FEMALE,BLACK,5.8,150,MED,BRO,BLK,25,PBMN,MANHATTAN,N
2018-02-06,18:31:00,2018,February,Tuesday,Based on Self Initiated,O,P,1829,CPW,2,N,VERY ANGRY,26,MALE,BLACK,6.1,185,THN,BRO,BLK,46,PBBX,BRONX,N
2018-02-06,19:00:00,2018,February,Tuesday,Based on Radio Run,O,none,1,CPW,8,Y,CALM,21,MALE,BLACK,6.1,170,MED,BLK,BLK,94,PBBN,BROOKLYN,N
2018-02-06,12:01:00,2018,February,Tuesday,Based on Radio Run,S,T,1,CPW,10,Y,CALM AND COOPERATIVE,22,MALE,BLACK,-1,150,THN,BRO,BLK,112,PBQN,QUEENS,N
2018-02-07,23:20:00,2018,February,Wednesday,Based on Self Initiated,none,P,1,CPW,10,Y,VERY COOPERATIVE,23,MALE,WHITE_HISPANIC,5.11,230,HEA,BRO,BLK,25,PBMN,MANHATTAN,N
2018-02-07,01:05:00,2018,February,Wednesday,Based on Self Initiated,O,none,1,CPW,3,Y,CALM,22,MALE,WHITE_HISPANIC,6.1,265,HEA,BRO,BLK,47,PBBX,BRONX,N
2018-02-07,16:10:00,2018,February,Wednesday,Based on Radio Run,O,P,1,CPW,2,Y,UPSET; IRRATE.,35,MALE,WHITE_HISPANIC,6.4,260,HEA,BRO,BLD,73,PBBN,BROOKLYN,N
2018-02-07,00:52:00,2018,February,Wednesday,Based on Self Initiated,none,none,1,CPW,2,N,UPSET,-1,MALE,BLACK,6.1,180,THN,BRO,BLK,81,PBBN,BROOKLYN,N
2018-02-07,15:10:00,2018,February,Wednesday,Based on Radio Run,O,P,1,CPW,5,Y,CALM,37,MALE,BLACK,5.9,140,MED,BRO,BLK,83,PBBN,BROOKLYN,N
2018-02-07,11:00:00,2018,February,Wednesday,Based on Self Initiated,none,P,1,CPW,8,N,NERVOUS,26,MALE,BLACK,5.7,160,THN,BRO,BLK,105,PBQS,QUEENS,Y
2018-02-08,14:45:00,2018,February,Thursday,Based on Self Initiated,S,T,1,CPW,5,Y,NERVOUS,31,MALE,WHITE_HISPANIC,5.11,265,HEA,BRO,BLK,13,PBMS,MANHATTAN,Y
2018-02-08,17:55:00,2018,February,Thursday,Based on C/W on Scene,S,none,1,CPW,15,Y,ARGUMANTATIVE,56,MALE,BLACK,5.9,170,MED,BRO,BLK,13,PBMS,MANHATTAN,Y
2018-02-08,15:19:00,2018,February,Thursday,Based on Radio Run,O,P,2,CPW,10,Y,APPARENTLY NORMAL/CALM,26,MALE,WHITE_HISPANIC,-1,-1,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2018-02-08,22:35:00,2018,February,Thursday,Based on Radio Run,O,H,1,CPW,2,N,IRATE,30,MALE,BLACK,5.11,170,THN,BRO,BLK,40,PBBX,BRONX,N
2018-02-08,10:40:00,2018,February,Thursday,Based on Radio Run,O,P,0,CPW,20,Y,NERVOUS,33,MALE,WHITE_HISPANIC,5.5,170,THN,BRO,BRO,43,PBBX,BRONX,N
2018-02-08,15:30:00,2018,February,Thursday,Based on Radio Run,O,P,1,CPW,15,Y,CONFUSED,22,MALE,BLACK,5.8,160,U,BRO,BLK,67,PBBS,BROOKLYN,N
2018-02-08,01:15:00,2018,February,Thursday,Based on Self Initiated,O,P,1,CPW,1,N,AGGRIVATED; AGITATED; BOTHERED,-1,MALE,BLACK,5.8,145,MED,BRO,XXX,75,PBBN,BROOKLYN,N
2018-02-09,13:45:00,2018,February,Friday,Based on Self Initiated,S,T,1,CPW,5,Y,ANGRY,40,MALE,BLACK,6.2,204,HEA,BRO,BLK,13,PBMS,MANHATTAN,Y
2018-02-09,17:04:00,2018,February,Friday,Based on Radio Run,O,P,1,CPW,15,Y,none,43,MALE,BLACK,6.2,200,MED,BLK,BLK,30,PBMN,MANHATTAN,N
2018-02-09,17:35:00,2018,February,Friday,Based on Radio Run,S,T,3,CPW,10,Y,CALM,23,MALE,WHITE_HISPANIC,5.4,165,U,BRO,BLK,40,PBBX,BRONX,N
2018-02-09,17:33:00,2018,February,Friday,Based on Radio Run,S,T,1,CPW,3,Y,NERVOUS,22,MALE,BLACK_HISPANIC,5.8,200,MED,BRO,BLK,40,PBBX,BRONX,N
2018-02-09,00:12:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,10,N,THANKFULL,24,MALE,BLACK,6.1,250,HEA,BLK,BLK,40,PBBX,BRONX,N
2018-02-09,01:00:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,2,N,NICE,22,MALE,WHITE_HISPANIC,5.9,165,THN,HAZ,RED,40,PBBX,BRONX,N
2018-02-09,17:10:00,2018,February,Friday,Based on Radio Run,O,P,1,CPW,5,Y,TIRED; SWEATING AND NERVOUS.,26,MALE,WHITE_HISPANIC,6.1,195,THN,BRO,BLK,43,PBBX,BRONX,N
2018-02-09,09:20:00,2018,February,Friday,Based on Radio Run,O,P,1,CPW,5,Y,POLITE; UNDERSTANDING,31,MALE,BLACK,5.8,160,THN,BRO,BLK,44,PBBX,BRONX,N
2018-02-09,16:35:00,2018,February,Friday,Based on Self Initiated,O,P,1,CPW,25,Y,EVASIVE,24,MALE,BLACK,5.1,150,MED,BRO,RED,47,PBBX,BRONX,N
2018-02-09,21:30:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,1,Y,AGITATED AND IRRATE,-1,MALE,BLACK,5.1,170,THN,BRO,XXX,52,PBBX,BRONX,N
2018-02-09,02:33:00,2018,February,Friday,Based on Self Initiated,none,P,1,CPW,2,N,NERVOUS,36,MALE,WHITE_HISPANIC,5.1,130,THN,BRO,BLK,52,PBBX,BRONX,Y
2018-02-09,21:05:00,2018,February,Friday,Based on Radio Run,I,P,2,CPW,2,Y,CALM,17,MALE,BLACK,5.7,140,THN,BRO,BLK,71,PBBS,BROOKLYN,N
2018-02-09,21:05:00,2018,February,Friday,Based on Radio Run,I,P,2,CPW,2,Y,CALM,19,MALE,BLACK,5.8,150,THN,BRO,XXX,71,PBBS,BROOKLYN,N
2018-02-09,21:03:00,2018,February,Friday,Based on Radio Run,I,none,1,CPW,3,Y,CALM,18,MALE,BLACK,5.9,150,MED,BRO,XXX,71,PBBS,BROOKLYN,N
2018-02-09,21:35:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,10,N,CALM,22,MALE,BLACK,5.8,160,MED,BRO,BLK,73,PBBN,BROOKLYN,N
2018-02-09,21:35:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,10,N,CALM,26,MALE,BLACK,5.7,160,THN,BRO,BLK,73,PBBN,BROOKLYN,N
2018-02-09,21:35:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,10,N,CALM,28,MALE,BLACK,5.4,140,MED,BRO,BLK,73,PBBN,BROOKLYN,N
2018-02-09,21:35:00,2018,February,Friday,Based on Self Initiated,none,none,1,CPW,10,N,CALM,27,MALE,BLACK,5.7,140,THN,BRO,BLK,73,PBBN,BROOKLYN,N
2018-02-09,08:41:00,2018,February,Friday,Based on Self Initiated,O,P,2,CPW,5,Y,INCONSISTENT,41,MALE,BLACK,5.8,200,MED,BLK,XXX,113,PBQS,QUEENS,N
2018-02-09,13:43:00,2018,February,Friday,Based on C/W on Scene,O,P,1,CPW,10,Y,ANGRY/ UPSET,53,MALE,BLACK,5.11,190,MED,BRO,BLD,114,PBQN,QUEENS,N
2018-02-10,15:45:00,2018,February,Saturday,Based on Radio Run,S,T,1545,CPW,23,Y,CALM,-1,MALE,WHITE,-1,185,MED,BRO,BLD,13,PBMS,MANHATTAN,Y
2018-02-10,18:30:00,2018,February,Saturday,Based on Self Initiated,O,H,2,CPW,5,Y,none,53,MALE,WHITE_HISPANIC,5.3,140,THN,BRO,GRY,44,PBBX,BRONX,Y
2018-02-10,02:50:00,2018,February,Saturday,Based on Self Initiated,none,none,1,CPW,5,N,NORMAL,-1,MALE,BLACK,-1,-1,none,none,none,52,PBBX,BRONX,N
2018-02-10,16:10:00,2018,February,Saturday,Based on Radio Run,I,P,1,CPW,10,Y,CALM,32,MALE,BLACK,5.8,170,THN,BRO,BLK,70,PBBS,BROOKLYN,N
2018-02-10,18:25:00,2018,February,Saturday,Based on Self Initiated,O,P,1,CPW,4,N,ANGRY AND HOSTILE,25,MALE,BLACK,5.11,175,THN,BRO,BLK,77,PBBN,BROOKLYN,N
2018-02-10,08:21:00,2018,February,Saturday,Based on C/W on Scene,none,P,1,CPW,26,Y,CALM,30,FEMALE,BLACK,5.6,-1,THN,BRO,PLE,79,PBBN,BROOKLYN,N
2018-02-10,08:21:00,2018,February,Saturday,Based on Radio Run,none,P,1,CPW,26,Y,ANGRY,27,MALE,BLACK,6.2,-1,THN,BRO,BLK,79,PBBN,BROOKLYN,N
2018-02-10,19:35:00,2018,February,Saturday,Based on Self Initiated,O,P,1,CPW,1,N,COMBATITVE AND THREATENING,20,MALE,WHITE_HISPANIC,5.5,130,THN,BRO,BRO,79,PBBN,BROOKLYN,N
2018-02-10,16:40:00,2018,February,Saturday,Based on Radio Run,O,P,1,CPW,5,Y,OUT OF BREATH TIRED,25,MALE,BLACK,5.8,160,THN,BRO,BRO,84,PBBN,BROOKLYN,Y
2018-02-10,23:08:00,2018,February,Saturday,Based on Radio Run,O,P,0,CPW,10,Y,NERVOUS,18,MALE,WHITE_HISPANIC,5.1,180,MED,BRO,BLK,104,PBQN,QUEENS,N
2018-02-10,23:08:00,2018,February,Saturday,Based on Radio Run,O,P,0,CPW,10,Y,NERVOUS,18,MALE,WHITE_HISPANIC,5.8,155,THN,BRO,BLK,104,PBQN,QUEENS,N
2018-02-10,23:08:00,2018,February,Saturday,Based on Radio Run,none,none,0,CPW,10,Y,none,16,MALE,WHITE_HISPANIC,5.6,130,THN,BRO,BLK,104,PBQN,QUEENS,N
2018-02-10,01:30:00,2018,February,Saturday,Based on Radio Run,O,P,1,CPW,5,Y,AGITATED,23,MALE,BLACK,6.1,175,THN,BRO,BLK,106,PBQS,QUEENS,N
2018-02-11,22:30:00,2018,February,Sunday,Based on Self Initiated,none,P,3,CPW,5,N,CALM,19,MALE,BLACK,5.7,200,MED,BRO,BRO,44,PBBX,BRONX,N
2018-02-11,17:02:00,2018,February,Sunday,Based on Radio Run,none,none,2,CPW,6,Y,COMBATIVE,31,MALE,BLACK_HISPANIC,5.6,140,MED,BRO,BLK,46,PBBX,BRONX,N
2018-02-11,22:45:00,2018,February,Sunday,Based on Radio Run,O,none,2,CPW,5,Y,CONFUSED,-1,MALE,BLACK_HISPANIC,5.1,220,HEA,BRO,BLK,48,PBBX,BRONX,N
2018-02-11,02:50:00,2018,February,Sunday,Based on Self Initiated,none,none,30,CPW,1,N,NERVOUS; RACING HEART BEAT,19,MALE,BLACK,6.1,180,THN,BRO,BLK,73,PBBN,BROOKLYN,Y
2018-02-12,19:30:00,2018,February,Monday,Based on C/W on Scene,O,P,1,CPW,10,Y,COMPLIANT,-1,MALE,BLACK,6.2,200,U,BRO,BLD,19,PBMN,MANHATTAN,N
2018-02-12,13:10:00,2018,February,Monday,Based on Self Initiated,S,T,2,CPW,5,N,CALM,52,MALE,WHITE_HISPANIC,5.9,171,MED,BRO,BLK,25,PBMN,MANHATTAN,N
2018-02-12,04:16:00,2018,February,Monday,Based on Radio Run,O,P,1,CPW,8,Y,CALM,30,MALE,WHITE_HISPANIC,6.1,160,THN,BRO,BLK,52,PBBX,BRONX,N
2018-02-12,10:43:00,2018,February,Monday,Based on Radio Run,O,H,1,CPW,5,Y,NORMAL,57,MALE,BLACK,6.1,175,MED,BRO,BLD,76,PBBS,BROOKLYN,N
2018-02-12,17:05:00,2018,February,Monday,Based on Self Initiated,none,P,5,CPW,6,Y,UPSET,31,MALE,BLACK,6.3,180,THN,BRO,BLK,81,PBBN,BROOKLYN,N
2018-02-12,17:05:00,2018,February,Monday,Based on Self Initiated,none,P,5,CPW,6,Y,UPSET,27,MALE,BLACK,6.1,175,THN,BRO,BLK,81,PBBN,BROOKLYN,N
2018-02-13,16:15:00,2018,February,Tuesday,Based on Self Initiated,S,T,1,CPW,5,Y,NERVOUS,42,MALE,BLACK,5.9,180,MED,BRO,BLD,13,PBMS,MANHATTAN,Y
2018-02-13,17:10:00,2018,February,Tuesday,Based on C/W on Scene,O,P,1,CPW,10,Y,COOPERATIVE,25,FEMALE,BLACK,5.9,150,THN,BRO,BLK,43,PBBX,BRONX,Y
2018-02-13,17:10:00,2018,February,Tuesday,Based on C/W on Scene,O,P,1,CPW,1,Y,COOPERATIVE,24,FEMALE,BLACK,5.5,160,MED,BRO,BLK,43,PBBX,BRONX,Y
2018-02-13,23:26:00,2018,February,Tuesday,Based on Radio Run,O,none,10,CPW,10,Y,COMPLIANT; THAN HIGHLY AGGRAVATED.,25,MALE,BLACK,5.7,180,MED,BRO,BLK,44,PBBX,BRONX,N
2018-02-13,23:26:00,2018,February,Tuesday,Based on Radio Run,O,none,30,CPW,5,Y,COMPLIANT THAN AGGRAVATED,30,MALE,BLACK,5.9,170,THN,BRO,BLK,44,PBBX,BRONX,N
2018-02-13,23:26:00,2018,February,Tuesday,Based on Radio Run,O,none,30,CPW,5,Y,COMPLIANT; THAN AGGRAVATED.,35,MALE,BLACK,5.8,180,THN,BRO,BLK,44,PBBX,BRONX,N
2018-02-13,22:04:00,2018,February,Tuesday,Based on Radio Run,none,P,1,CPW,15,Y,CALM,-1,MALE,WHITE,-1,-1,none,none,none,60,PBBS,BROOKLYN,N
2018-02-13,22:03:00,2018,February,Tuesday,Based on Radio Run,none,P,1,CPW,15,Y,CALM,-1,MALE,WHITE,-1,-1,none,none,none,60,PBBS,BROOKLYN,N
